"StichtagDat","StichtagDatJahr","StichtagDatMM","DatenstandCd","HundenameText","GebHundDatJahr","SexHundCd","SexHundLang","SexHundSort","AnzHunde"
2017-12-31,2017,12,"D","Ginger",2005,"1","männlich",1,1
2017-12-31,2017,12,"D","Ginger",2004,"2","weiblich",2,1
2017-12-31,2017,12,"D","Ginger",2003,"2","weiblich",2,2
2017-12-31,2017,12,"D","Lenny",2017,"1","männlich",1,1
2017-12-31,2017,12,"D","Gina",2016,"2","weiblich",2,2
2017-12-31,2017,12,"D","Gina",2015,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gina",2014,"2","weiblich",2,3
2017-12-31,2017,12,"D","Gina",2013,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lenox",2011,"1","männlich",1,1
2017-12-31,2017,12,"D","Gina",2012,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gina",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gina",2009,"2","weiblich",2,3
2017-12-31,2017,12,"D","Gina",2008,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gina",2006,"2","weiblich",2,2
2017-12-31,2017,12,"D","Gina",2005,"2","weiblich",2,2
2017-12-31,2017,12,"D","Gina",2003,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gina",2001,"2","weiblich",2,1
2017-12-31,2017,12,"D","Leo",2009,"1","männlich",1,1
2017-12-31,2017,12,"D","Leo",2013,"1","männlich",1,6
2017-12-31,2017,12,"D","Gin von der Andreashöhe",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Gin",2012,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gin",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Gin",2007,"2","weiblich",2,1
2017-12-31,2017,12,"D","Leo",2017,"1","männlich",1,3
2017-12-31,2017,12,"D","Gimo",2002,"1","männlich",1,1
2017-12-31,2017,12,"D","Gimmy",2004,"1","männlich",1,1
2017-12-31,2017,12,"D","Gimli",2012,"1","männlich",1,1
2017-12-31,2017,12,"D","Gilla",2011,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gili",2016,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gila",2009,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gil",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Gigi",2017,"2","weiblich",2,1
2017-12-31,2017,12,"D","Leona",2014,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gigi",2017,"1","männlich",1,1
2017-12-31,2017,12,"D","Gigi",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","Gigi",2011,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gigi",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Leone",2013,"1","männlich",1,1
2017-12-31,2017,12,"D","Leska",2009,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gideon",2017,"1","männlich",1,1
2017-12-31,2017,12,"D","Gideon",2003,"1","männlich",1,1
2017-12-31,2017,12,"D","Gibsy",2017,"1","männlich",1,1
2017-12-31,2017,12,"D","Gibson",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Gibbs",2008,"1","männlich",1,1
2017-12-31,2017,12,"D","Gianna",2016,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gian",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Giada",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lexi",2007,"1","männlich",1,1
2017-12-31,2017,12,"D","Giada",2007,"2","weiblich",2,1
2017-12-31,2017,12,"D","Giada",2005,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gia",2008,"2","weiblich",2,1
2017-12-31,2017,12,"D","Ghia",2006,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lexus, Izumrudny Gorod Zeis",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Gertie",2004,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gerry",2011,"1","männlich",1,1
2017-12-31,2017,12,"D","Geronimo (Yoy)",2009,"1","männlich",1,1
2017-12-31,2017,12,"D","Georges",2011,"1","männlich",1,1
2017-12-31,2017,12,"D","Leyla",2017,"2","weiblich",2,1
2017-12-31,2017,12,"D","George Foxhollow",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","George",2015,"1","männlich",1,2
2017-12-31,2017,12,"D","George",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Gentle",2008,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lia",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Genette",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gemme",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gemma Züsi",2003,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gemma (Anouk)",2017,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lia",2016,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gemma",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gemma",2008,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gelahad",2008,"1","männlich",1,1
2017-12-31,2017,12,"D","Geeny",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Liberty",2011,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gedeone",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Gaya",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gatsby (Loving Hearts Honey)",2007,"1","männlich",1,1
2017-12-31,2017,12,"D","Gaston",2017,"1","männlich",1,1
2017-12-31,2017,12,"D","Gaspard",2011,"1","männlich",1,1
2017-12-31,2017,12,"D","Gascho",2007,"1","männlich",1,1
2017-12-31,2017,12,"D","Lili",2009,"2","weiblich",2,1
2017-12-31,2017,12,"D","Garufa",2012,"2","weiblich",2,1
2017-12-31,2017,12,"D","Garu",2007,"1","männlich",1,1
2017-12-31,2017,12,"D","Lili",2016,"2","weiblich",2,1
2017-12-31,2017,12,"D","Garro v. Spalentor",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Garrido",2005,"1","männlich",1,1
2017-12-31,2017,12,"D","Garo",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Gari (Nunu)",2007,"1","männlich",1,1
2017-12-31,2017,12,"D","Lilli",2009,"2","weiblich",2,3
2017-12-31,2017,12,"D","Gandhi",2015,"1","männlich",1,1
2017-12-31,2017,12,"D","Ganbo",2011,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gana",2006,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gambra",2011,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gambo",2012,"1","männlich",1,1
2017-12-31,2017,12,"D","Gambino",2006,"1","männlich",1,1
2017-12-31,2017,12,"D","Galya",2015,"2","weiblich",2,1
2017-12-31,2017,12,"D","Galina (Deni)",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Galina",2015,"2","weiblich",2,1
2017-12-31,2017,12,"D","Galice v. Alpenspitz",2014,"2","weiblich",2,1
2017-12-31,2017,12,"D","Galeno",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Gala",2014,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lilly",2009,"2","weiblich",2,3
2017-12-31,2017,12,"D","Gaia",2015,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gaia",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gaia",2009,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gaia",2008,"2","weiblich",2,2
2017-12-31,2017,12,"D","Lilly",2014,"2","weiblich",2,2
2017-12-31,2017,12,"D","Gadsby",2011,"1","männlich",1,1
2017-12-31,2017,12,"D","Gaby (Gabriella/Wolga)",2005,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gabrina",2004,"2","weiblich",2,1
2017-12-31,2017,12,"D","Gab",2006,"1","männlich",1,1
2017-12-31,2017,12,"D","GREMLIN LUNA",2016,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fägi",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Fuzzy",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Fury",2006,"1","männlich",1,1
2017-12-31,2017,12,"D","Lilo",2014,"2","weiblich",2,2
2017-12-31,2017,12,"D","Lilou (A'Fiorenzula)",2007,"2","weiblich",2,1
2017-12-31,2017,12,"D","Furbo dello Spirito del Bosco",2013,"1","männlich",1,1
2017-12-31,2017,12,"D","Furbo",2013,"1","männlich",1,1
2017-12-31,2017,12,"D","Furbo",2008,"1","männlich",1,1
2017-12-31,2017,12,"D","Funny",2014,"2","weiblich",2,2
2017-12-31,2017,12,"D","Lily",2005,"2","weiblich",2,1
2017-12-31,2017,12,"D","Funny",2009,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fufi",2013,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fufi",2013,"1","männlich",1,1
2017-12-31,2017,12,"D","Fuffy",2011,"1","männlich",1,1
2017-12-31,2017,12,"D","Fuero",2011,"1","männlich",1,1
2017-12-31,2017,12,"D","Fuego",2011,"1","männlich",1,1
2017-12-31,2017,12,"D","Lily Van Freudenberg",2014,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fuego",2005,"1","männlich",1,1
2017-12-31,2017,12,"D","Fuchur",2009,"1","männlich",1,1
2017-12-31,2017,12,"D","Fuchs",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Fubuki des Fées d'Ebène",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fränzi",2009,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fränki",2002,"1","männlich",1,1
2017-12-31,2017,12,"D","Limon (Rambo)",2017,"1","männlich",1,1
2017-12-31,2017,12,"D","Lina",2011,"2","weiblich",2,1
2017-12-31,2017,12,"D","Frosty",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Frodo",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","Frodo",2015,"1","männlich",1,1
2017-12-31,2017,12,"D","Frodo",2009,"1","männlich",1,2
2017-12-31,2017,12,"D","Frodo",2007,"1","männlich",1,1
2017-12-31,2017,12,"D","Frodo",2003,"1","männlich",1,1
2017-12-31,2017,12,"D","Fritzens Yew",2009,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fritz vom Winterhorn",2008,"1","männlich",1,1
2017-12-31,2017,12,"D","Linda",2012,"2","weiblich",2,2
2017-12-31,2017,12,"D","Fritz",2012,"1","männlich",1,1
2017-12-31,2017,12,"D","Fritz",2005,"1","männlich",1,1
2017-12-31,2017,12,"D","Linda",2017,"2","weiblich",2,1
2017-12-31,2017,12,"D","Frisky Flame",2017,"2","weiblich",2,1
2017-12-31,2017,12,"D","Frieda",2012,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fridolin",2006,"1","männlich",1,1
2017-12-31,2017,12,"D","Frido",2012,"1","männlich",1,1
2017-12-31,2017,12,"D","Frida (Fanny)",2008,"2","weiblich",2,1
2017-12-31,2017,12,"D","Frida (Delali)",2015,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lindus Junior",2011,"1","männlich",1,1
2017-12-31,2017,12,"D","Frida",2012,"2","weiblich",2,1
2017-12-31,2017,12,"D","Frida",2011,"2","weiblich",2,1
2017-12-31,2017,12,"D","Frida",2008,"2","weiblich",2,1
2017-12-31,2017,12,"D","Frida",2007,"2","weiblich",2,1
2017-12-31,2017,12,"D","Linos",2017,"1","männlich",1,1
2017-12-31,2017,12,"D","Fricki (Meru)",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Fricike",2015,"1","männlich",1,1
2017-12-31,2017,12,"D","Freya",2014,"2","weiblich",2,1
2017-12-31,2017,12,"D","Frenzy",2007,"1","männlich",1,1
2017-12-31,2017,12,"D","Linus",2015,"1","männlich",1,1
2017-12-31,2017,12,"D","Fredi (Know How)",2007,"1","männlich",1,1
2017-12-31,2017,12,"D","Fredi",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","Lio",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Fredi",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Freddy",2017,"1","männlich",1,1
2017-12-31,2017,12,"D","Freddy",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","Freddy",2012,"1","männlich",1,1
2017-12-31,2017,12,"D","Freddie",2011,"1","männlich",1,1
2017-12-31,2017,12,"D","Freaky",2013,"1","männlich",1,1
2017-12-31,2017,12,"D","Lionel",2012,"1","männlich",1,1
2017-12-31,2017,12,"D","Fratzi",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Franzi (Hamira)",2011,"2","weiblich",2,1
2017-12-31,2017,12,"D","Franz",2017,"1","männlich",1,1
2017-12-31,2017,12,"D","Franky",2017,"1","männlich",1,1
2017-12-31,2017,12,"D","Lisa",2005,"2","weiblich",2,1
2017-12-31,2017,12,"D","Franky",2004,"2","weiblich",2,1
2017-12-31,2017,12,"D","Frankie",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Frank",2008,"1","männlich",1,1
2017-12-31,2017,12,"D","Francisca",2008,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lisa",2012,"2","weiblich",2,1
2017-12-31,2017,12,"D","Francis",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","Foxy",2014,"2","weiblich",2,1
2017-12-31,2017,12,"D","Foxy",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Foxy",2008,"2","weiblich",2,1
2017-12-31,2017,12,"D","Foxy",2008,"1","männlich",1,1
2017-12-31,2017,12,"D","Foxy",2006,"1","männlich",1,1
2017-12-31,2017,12,"D","Foxie",2017,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fossi",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Little Lexi Quinta vom Sonnenbühl",2015,"2","weiblich",2,1
2017-12-31,2017,12,"D","Liv Lia",2015,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fortuna (Fortune)",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Forge",2007,"1","männlich",1,1
2017-12-31,2017,12,"D","Foquinha (Lora)",2017,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fonzy",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Lizike",2014,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fonzie",2017,"1","männlich",1,1
2017-12-31,2017,12,"D","Fonsi",2005,"1","männlich",1,1
2017-12-31,2017,12,"D","Foltos",2004,"1","männlich",1,1
2017-12-31,2017,12,"D","Fogo",2004,"1","männlich",1,1
2017-12-31,2017,12,"D","Fofinna",2013,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fofinha",2012,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fofinha",2011,"2","weiblich",2,2
2017-12-31,2017,12,"D","Flöckli",2012,"2","weiblich",2,1
2017-12-31,2017,12,"D","Logan",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Fläckli",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","Flynt",2007,"1","männlich",1,1
2017-12-31,2017,12,"D","Fly",2006,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fly",2006,"1","männlich",1,1
2017-12-31,2017,12,"D","Loki",2014,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lola",2012,"2","weiblich",2,9
2017-12-31,2017,12,"D","Fluse",2002,"1","männlich",1,1
2017-12-31,2017,12,"D","Flummy",2013,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fluke",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Floyd Flo Faro",2017,"1","männlich",1,1
2017-12-31,2017,12,"D","Flosina",2016,"2","weiblich",2,1
2017-12-31,2017,12,"D","Flory gennant Zargo",2006,"1","männlich",1,1
2017-12-31,2017,12,"D","Florin II",2011,"2","weiblich",2,1
2017-12-31,2017,12,"D","Flori (Jerry)",2012,"1","männlich",1,1
2017-12-31,2017,12,"D","Lola (Lila)",2015,"2","weiblich",2,1
2017-12-31,2017,12,"D","Flora",2014,"2","weiblich",2,1
2017-12-31,2017,12,"D","Flora",2011,"2","weiblich",2,1
2017-12-31,2017,12,"D","Flora",2009,"2","weiblich",2,1
2017-12-31,2017,12,"D","Flor",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lolita",2012,"2","weiblich",2,1
2017-12-31,2017,12,"D","Floquinho",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","Floh",2008,"2","weiblich",2,1
2017-12-31,2017,12,"D","Floh",2003,"1","männlich",1,1
2017-12-31,2017,12,"D","Flocky-Coco of Clermont",2016,"2","weiblich",2,1
2017-12-31,2017,12,"D","London",2011,"2","weiblich",2,1
2017-12-31,2017,12,"D","Flocky",2015,"2","weiblich",2,1
2017-12-31,2017,12,"D","Flocki",2017,"1","männlich",1,1
2017-12-31,2017,12,"D","Flocki",2009,"1","männlich",1,1
2017-12-31,2017,12,"D","Flocki",2008,"1","männlich",1,1
2017-12-31,2017,12,"D","Loriot (But's C.R. Romeo)",2004,"1","männlich",1,1
2017-12-31,2017,12,"D","Flo",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","Flip",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","Flip",2012,"1","männlich",1,1
2017-12-31,2017,12,"D","Flip",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Lotta",2005,"2","weiblich",2,1
2017-12-31,2017,12,"D","Flicka",2013,"2","weiblich",2,1
2017-12-31,2017,12,"D","Flicka",2003,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fleur",2014,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fletcher",2004,"1","männlich",1,1
2017-12-31,2017,12,"D","Flecky",2015,"1","männlich",1,1
2017-12-31,2017,12,"D","Flecky",2013,"1","männlich",1,1
2017-12-31,2017,12,"D","Flavia",2009,"2","weiblich",2,1
2017-12-31,2017,12,"D","Flat",2004,"1","männlich",1,1
2017-12-31,2017,12,"D","Lotta (Clara)",2016,"2","weiblich",2,1
2017-12-31,2017,12,"D","Flash",2013,"2","weiblich",2,1
2017-12-31,2017,12,"D","Flash",2012,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lotti (Amélie)",2011,"2","weiblich",2,1
2017-12-31,2017,12,"D","Flash",2005,"1","männlich",1,1
2017-12-31,2017,12,"D","Flaming Zorro",2015,"1","männlich",1,1
2017-12-31,2017,12,"D","'''FICUS von Springbell",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","Lotus neu George",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Lou",2013,"1","männlich",1,1
2017-12-31,2017,12,"D","'ELLI",2017,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lou",2015,"1","männlich",1,1
2017-12-31,2017,12,"D","Flaming Angels Queen of Hazel",2009,"2","weiblich",2,1
2017-12-31,2017,12,"D","Flamenco",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Flame",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Flambo",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","(Karl) Kaiser Karl vom Edersee",2013,"1","männlich",1,1
2017-12-31,2017,12,"D","Lou lou",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Louis",2007,"1","männlich",1,1
2017-12-31,2017,12,"D","?",2010,"2","weiblich",2,2
2017-12-31,2017,12,"D","Louis",2011,"1","männlich",1,1
2017-12-31,2017,12,"D","Flaek (Merlin Siebenbannstein)",2012,"1","männlich",1,1
2017-12-31,2017,12,"D","Fitz",2002,"1","männlich",1,1
2017-12-31,2017,12,"D","???",2011,"1","männlich",1,1
2017-12-31,2017,12,"D","Louis",2016,"1","männlich",1,2
2017-12-31,2017,12,"D","Fitch",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Fiselle",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Louis (Kip-Lui)",2009,"1","männlich",1,1
2017-12-31,2017,12,"D","???",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Louisa",2005,"2","weiblich",2,1
2017-12-31,2017,12,"D","Firen",2015,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fire an Ice",2009,"1","männlich",1,1
2017-12-31,2017,12,"D","Fips",2008,"1","männlich",1,1
2017-12-31,2017,12,"D","Fiori",2006,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lua",2009,"2","weiblich",2,1
2017-12-31,2017,12,"D","Aaliyah",2011,"2","weiblich",2,1
2017-12-31,2017,12,"D","Luana",2012,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fiona",2016,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fiona",2014,"2","weiblich",2,1
2017-12-31,2017,12,"D","Aaliyah",2015,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lubasa",2015,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fiona",2012,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fiona",2010,"2","weiblich",2,2
2017-12-31,2017,12,"D","Lubtscho",2004,"1","männlich",1,1
2017-12-31,2017,12,"D","Aaron",2005,"1","männlich",1,1
2017-12-31,2017,12,"D","Luc",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","Aaron",2011,"1","männlich",1,3
2017-12-31,2017,12,"D","Luchino",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","Fiona",2007,"2","weiblich",2,2
2017-12-31,2017,12,"D","Fiocco",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Fiocco",2006,"1","männlich",1,1
2017-12-31,2017,12,"D","Fiocca",2008,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lucia",2006,"2","weiblich",2,1
2017-12-31,2017,12,"D","Abba",2011,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lucky",1999,"1","männlich",1,1
2017-12-31,2017,12,"D","Abby",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lucky",2004,"1","männlich",1,2
2017-12-31,2017,12,"D","Lucky",2006,"1","männlich",1,3
2017-12-31,2017,12,"D","Abenaki Cibor",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Lucky",2008,"1","männlich",1,4
2017-12-31,2017,12,"D","Fintus",2003,"1","männlich",1,1
2017-12-31,2017,12,"D","Finou Irma",2016,"2","weiblich",2,1
2017-12-31,2017,12,"D","Finnia",2014,"2","weiblich",2,1
2017-12-31,2017,12,"D","Finney",2008,"2","weiblich",2,1
2017-12-31,2017,12,"D","Finn von Excalibur",2011,"1","männlich",1,1
2017-12-31,2017,12,"D","Finn",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","Finn",2015,"1","männlich",1,1
2017-12-31,2017,12,"D","Finn",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Lucky",2012,"1","männlich",1,2
2017-12-31,2017,12,"D","Lucky",2014,"1","männlich",1,2
2017-12-31,2017,12,"D","Abraxas",2004,"1","männlich",1,1
2017-12-31,2017,12,"D","Lucky",2016,"1","männlich",1,3
2017-12-31,2017,12,"D","Ace",2017,"1","männlich",1,1
2017-12-31,2017,12,"D","Luco Lorenzo",2005,"1","männlich",1,1
2017-12-31,2017,12,"D","Lucy",2004,"2","weiblich",2,2
2017-12-31,2017,12,"D","Achilles",2004,"1","männlich",1,1
2017-12-31,2017,12,"D","Lucy",2006,"2","weiblich",2,2
2017-12-31,2017,12,"D","Finn",2011,"1","männlich",1,1
2017-12-31,2017,12,"D","Finn",2009,"1","männlich",1,1
2017-12-31,2017,12,"D","Achilles",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","Lucy",2013,"2","weiblich",2,4
2017-12-31,2017,12,"D","Finley (Chapo)",2017,"1","männlich",1,1
2017-12-31,2017,12,"D","Finley",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Lucy",2015,"2","weiblich",2,2
2017-12-31,2017,12,"D","Acqua",2005,"1","männlich",1,1
2017-12-31,2017,12,"D","Lucy (Lila)",2016,"2","weiblich",2,1
2017-12-31,2017,12,"D","Addison",2009,"2","weiblich",2,1
2017-12-31,2017,12,"D","Ludwig de Soleure",2011,"1","männlich",1,1
2017-12-31,2017,12,"D","Finley",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Finix",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","Finija",2015,"2","weiblich",2,1
2017-12-31,2017,12,"D","Finia von Burg Schwärtzenberg",2012,"2","weiblich",2,1
2017-12-31,2017,12,"D","Luigi",2004,"1","männlich",1,1
2017-12-31,2017,12,"D","Adia Adlerstein",2008,"2","weiblich",2,1
2017-12-31,2017,12,"D","Luis",2010,"1","männlich",1,2
2017-12-31,2017,12,"D","Fini",2009,"2","weiblich",2,1
2017-12-31,2017,12,"D","Finette (Bubu)",2006,"2","weiblich",2,1
2017-12-31,2017,12,"D","Finette",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Finch Hatton Benetton",2009,"1","männlich",1,1
2017-12-31,2017,12,"D","Luky",2016,"2","weiblich",2,1
2017-12-31,2017,12,"D","Aferdita",2017,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lula",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Fina",2017,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fina",2005,"2","weiblich",2,1
2017-12-31,2017,12,"D","Filou-Sid",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Filou (Shamrock Fire Hart)",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","African Mashumba Akida",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","Lulu",2007,"2","weiblich",2,2
2017-12-31,2017,12,"D","Lulu",2011,"2","weiblich",2,1
2017-12-31,2017,12,"D","Aicko",2004,"1","männlich",1,1
2017-12-31,2017,12,"D","Lulu",2013,"2","weiblich",2,1
2017-12-31,2017,12,"D","Aida",2009,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lulu",2017,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lulu (White Paw)",2008,"2","weiblich",2,1
2017-12-31,2017,12,"D","Aida Mocca v. Britho",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lulu-Blue",2017,"2","weiblich",2,1
2017-12-31,2017,12,"D","Filou (Poti)",2007,"1","männlich",1,1
2017-12-31,2017,12,"D","Filou (Alrischa)",2008,"1","männlich",1,1
2017-12-31,2017,12,"D","Filou",2015,"1","männlich",1,1
2017-12-31,2017,12,"D","Filou",2013,"1","männlich",1,2
2017-12-31,2017,12,"D","Aijla",2013,"2","weiblich",2,1
2017-12-31,2017,12,"D","Lumos",2014,"1","männlich",1,1
2017-12-31,2017,12,"D","Lumpatz",2007,"2","weiblich",2,1
2017-12-31,2017,12,"D","Aiko",2004,"1","männlich",1,1
2017-12-31,2017,12,"D","Luna",2003,"2","weiblich",2,5
2017-12-31,2017,12,"D","Filou",2012,"1","männlich",1,2
2017-12-31,2017,12,"D","Filou",2010,"1","männlich",1,1
2017-12-31,2017,12,"D","Filou",2009,"1","männlich",1,1
2017-12-31,2017,12,"D","Filou",2008,"1","männlich",1,1
2017-12-31,2017,12,"D","Luna",2007,"2","weiblich",2,7
2017-12-31,2017,12,"D","Luna",2009,"2","weiblich",2,5
2017-12-31,2017,12,"D","Aiko",2016,"2","weiblich",2,1
2017-12-31,2017,12,"D","Luna",2011,"2","weiblich",2,6
2017-12-31,2017,12,"D","Filou",2006,"1","männlich",1,1
2017-12-31,2017,12,"D","Filou",2005,"1","männlich",1,1
2017-12-31,2017,12,"D","Ailou vom Schwaneby",2016,"1","männlich",1,1
2017-12-31,2017,12,"D","Luna",2015,"2","weiblich",2,11
2017-12-31,2017,12,"D","Filou",2004,"1","männlich",1,1
2017-12-31,2017,12,"D","Filo",2007,"2","weiblich",2,1
2017-12-31,2017,12,"D","Fillis",2010,"2","weiblich",2,1
2017-12-31,2017,12,"D","Filipa",2013,"2","weiblich",2,1
2017-12-31,2017,12,"D","Filini",2017,"2","weiblich",2,1
